Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
20.750961486141623,18.27154044846432,30.64235971440193,23.84157049801537,39.261330764623914,-0.030712001179910048,9.262119996816141
23.075375450571308,38.76028813759647,0.09584433630503997,2.7270162241097773,3.258930726047946,38.93897935410859,38.65961319834566
24.96091676079888,27.840736580343517,23.917560758538816,28.276776291794558,38.08748820434924,28.755249826440284,22.926693819559002
37.69358476566156,2.3653543205797765,36.23154920665686,21.31344453558106,2.4398109490543027,11.224561156642302,-1.054956262993635
34.97619412965957,10.15473146475369,2.3590474972589366,34.18519017659058,7.959717164658155,10.15663178270388,19.691238769052482
26.11982235814898,32.67350697742867,4.410961110744935,12.543383259364264,32.732968310889575,25.24119316248548,23.84449641784101
30.26585204499971,20.88673302773643,9.011097286660968,21.189345219794316,17.888366848841315,10.513443230003242,24.721025550431694
30.668362251036076,16.524949426504065,36.45974659346908,16.1634565000498,19.701973008634283,26.37681636992678,11.961755962049702
-0.2924162436218687,14.486905582731499,29.029145447578898,37.16315944812615,3.034254830987744,31.337873678803554,2.023703632497374
6.52593951951871,8.286549451294713,23.67429823082738,11.843012634579292,6.479947488388048,26.472344731570825,16.522370296602897
38.522243188416454,7.656063341488331,25.739793904695116,-0.4505205817320328,19.817507417049892,10.97426956848353,35.68530341619064
6.090871408082113,21.23993024491058,30.494946167369815,29.312045492659795,23.52003773527763,21.125921346289797,16.063499558942805
38.054744874587826,25.349396695490707,10.9058703435765,20.750374896602352,35.25387887059203,35.61676283207791,38.71884511363211
29.812438724140534,38.56327073385099,7.775222394333293,18.71922291806664,31.549206496623867,13.217991937827207,19.854986590099646
39.68949760140618,28.055916582385468,21.265783315842516,15.808852359254566,2.1946981661361535,3.233232734187699,33.34767501828976
12.889786229667564,12.586281729849581,16.51536589914619,3.5755955797705394,2.1108179292957305,21.258591455846258,30.175329837260673
4.508999464315483,37.53339268281594,9.733233336119394,26.726701661917282,5.714574644744959,14.139820739724817,1.4217376657614706
33.70790894115989,17.332790963298475,8.945288245811344,6.136287009440961,33.24315595462034,33.30399961573725,3.618162211783746
30.18377058890435,34.37418158462826,24.49909749865607,9.309378595186043,27.02406526560671,9.498316005502117,27.281476440762475
30.61662963747231,37.191879716912425,7.300419441620552,22.9203342764364,35.45832222950742,0.6574218323987066,30.044046638303076
27.667624465419205,9.197750548504041,30.52092239038475,13.564335211523572,23.72179682613457,15.027730562287344,39.01547622669323
33.61065122613279,19.03710798419608,8.013783991975746,0.33728340319568906,32.928989908269344,7.120444496324605,3.495203979337442
9.886357302557533,3.809163235747073,16.777712518796978,12.431099164051005,28.569598621502077,0.8562882493352596,6.769017344849859
10.583706526979311,34.48255457638284,25.075787240874284,3.337480521905613,33.98329431434876,33.04031181234143,26.886058697157594
35.39462969578503,19.48453351985362,16.296594777627163,24.820465142013056,12.515880203069921,40.25489306247841,39.16304684522332
15.792088603061755,27.57938926325064,12.104953104383748,15.270802932857427,14.207946726722431,14.308173528893247,11.658107748347666
33.88601869832572,34.09931742550708,22.08314791734409,35.044611010365195,32.17836594632637,1.8668988117206684,13.823820530232958
31.34527061954161,31.042039033616255,30.503449856116717,13.235786747085879,33.782297682675306,28.620054885367985,23.92620426323652
24.178844506626845,28.994129990936045,36.624385994326566,11.266250161387834,1.444219220156962,-0.987231198874476,29.15792045224171
19.196400601018215,11.496914107770747,14.17026421105655,28.193512974779644,32.44313891650336,16.3675909050675,19.948451799575082
32.90424032352943,3.695679438410474,12.41615365572575,24.971747966539915,3.412642013128887,18.120559879984707,29.089281817014868
37.43814891873937,5.2914749999953266,32.45786052953005,20.460308489898225,38.721530341204385,1.9183580513692504,36.653212150769455
18.483843592039264,28.739361539222106,39.40525869986618,13.026720327274653,12.558609349890892,6.471768239127134,4.85593087973353
0.6676133524831362,21.860292041971046,11.991561095334827,3.5683683827968204,30.24875144594962,27.07508576325761,10.957852560377034
14.756805482692949,1.118224101349246,15.52638335687531,10.033798824478145,16.350567045856973,17.765528875954317,19.151959380068348
28.676325778985625,21.402331525938667,9.279141301528618,16.871878436092263,16.48294349671168,24.174643961748753,7.577288646826249
20.301096469046293,13.26584527868045,18.438230815919102,22.957085202941467,7.6515985634396815,13.700319813406054,17.295786579117113
26.11293654826276,3.108259068371914,8.082673798640418,15.586976983193694,27.931009767574416,27.41573690009035,11.085773477634104
28.145983254454894,30.249681259595246,5.532820559897432,18.27501789919867,7.147620459389075,9.776517883566484,27.26271680926847
3.816527717597186,19.98510707619786,18.400743522886263,35.2584289728861,23.021870060995727,29.95261496497169,16.845200138589053
21.677275246811796,29.97331919667094,20.174817014628555,34.586629056172214,18.10929991662269,15.234045345770792,17.814148724952858
37.02966329403056,12.560354418868611,36.40361315943233,31.85862279218483,34.786157035874965,9.820347509711338,16.9805910705264
3.01357164798689,19.50764268969038,5.438913620862678,32.47781324266458,2.0608843646911335,9.445002789824095,19.038680080470183
37.72173873055166,34.857017322475976,11.763297764625783,29.38909279217798,-0.26848661377144367,32.644545114622765,15.753317493823225
8.03366495051121,13.524319970006644,17.17306713330792,21.586511554938248,26.836401428617766,36.06526533371088,2.2763737113851548
11.11233527783118,34.954810271538335,35.36992503370446,16.56586258073182,15.456323877453553,30.544271725982636,19.076582602242194
7.684569073247325,22.457021539093397,27.36382621916002,7.800288244425089,24.444764088937703,36.669499815001494,26.271629444579645
37.0680684197656,38.76190378009881,2.945249448779304,28.566991179733805,14.170184005633221,0.5747761703534043,17.060329901582843
32.196672141489394,17.91449443652256,7.012326632555898,26.158085341630326,12.423659836866177,8.369657248297033,18.001412773570088
5.653990483332074,22.85379090149356,4.078353430358779,33.39775244489425,18.739352555256406,26.949160426346914,2.069502603336546
12.286832808818453,7.141681535431889,2.730055242412461,9.939553639705975,35.23840668175058,23.838411520576667,15.788970256935972
4.466152527963559,19.456305108749508,30.423270483584048,34.202274833776315,3.1951878835036367,8.71060846371094,2.5280730357238084
24.639680445234745,8.479012455023993,1.2807150060343075,34.09050702686405,2.0493518121912735,15.21708877319505,3.4372766582409375
16.558489801724384,21.20224663685113,38.443148433225936,3.2979633292825548,5.671996960185555,8.14480343699055,9.782156577881736
25.630105054356807,12.098254295727596,29.98978215226596,19.32060408299834,23.67921792643929,38.63455062483554,21.013635356944274
14.079705676231773,24.472537840739435,15.691795807232428,12.742934137317267,22.877987584654363,39.867887763411474,26.378823951860454
35.94606920228325,19.4950651036091,8.865540863197323,0.2839836286029208,22.669375003587128,15.719303085917902,13.884847229356508
33.958533297791575,5.18779537171754,25.118693252047603,28.19119917943051,13.025404124812868,29.329516992271525,26.432070742902518
